k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,43.95111632,43.95110855,42.04989004,41.93072626,42.64843284
0.2,k=0.2,41.31491870,41.31490506,38.61135135,38.31780155,39.25468828
0.5,k=0.5,37.53217812,37.53217718,34.62425454,34.07220214,35.27514638
0.8,k=0.8,33.96406861,33.96406618,32.46382780,32.12804007,33.02074668
