k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,14.82790685,14.82791448,17.20385867,18.13942539,16.51291347
0.2,k=0.2,10.67228425,10.67229188,12.25712412,12.81339692,11.84727681
0.5,k=0.5,7.54011058,7.54011058,7.94253928,8.14299261,7.83181074
0.8,k=0.8,6.08554987,6.08554135,6.34779528,6.42628491,6.29365766
