k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,13.57175100,16.12808400,5.29480100,5.15927900,5.83089000
0.2,k=0.2,12.79768100,16.10022400,5.29461600,5.24695600,5.81107600
0.5,k=0.5,12.84083000,16.35118000,5.37396100,5.20271400,5.83356200
0.8,k=0.8,12.71870900,16.25117900,5.30861500,5.29181500,5.80816400
