k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,3767.3224999999998,3767.3253333333328,3950.4100000000003,3980.954833333333,3865.72
0.2,k=0.2,2490.6426666666666,2490.642666666667,2671.0685,2712.2555,2616.518333333333
0.5,k=0.5,1542.7074999999998,1542.7085,1596.600666666667,1602.1323333333332,1567.7338333333335
0.8,k=0.8,1203.537833333333,1203.5441666666668,1242.0271666666665,1233.8106666666665,1220.818
