k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,647.9313333333333,1233.278833333333,406.23066666666665,404.98166666666657,413.69283333333334
0.2,k=0.2,646.6973333333333,1233.0183333333334,406.26500000000004,404.991,413.6410000000001
0.5,k=0.5,646.9191666666667,1233.5413333333333,406.23900000000003,405.0768333333333,413.8285
0.8,k=0.8,647.0519999999999,1233.5908333333334,406.2643333333333,404.9925,414.02933333333334
