k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,1.0899358333333333,1.0899358333333333,1.0439773333333333,1.0336144999999999,1.0654131666666666
0.2,k=0.2,1.6607441666666667,1.6607441666666667,1.5530123333333332,1.5298373333333333,1.5833876666666666
0.5,k=0.5,2.7223139999999995,2.7223139999999995,2.6327418333333337,2.6274278333333334,2.6814138333333335
0.8,k=0.8,3.513053333333333,3.513053333333333,3.406487166666667,3.430582166666666,3.4613866666666673
