k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,284.59516666666667,871.3638333333333,44.00666666666666,42.41966666666667,51.18116666666666
0.2,k=0.2,284.59233333333333,871.3553333333334,44.00066666666667,42.41583333333333,51.18966666666666
0.5,k=0.5,284.6103333333333,871.364,44.0085,42.435,51.167333333333325
0.8,k=0.8,284.60200000000003,871.3591666666667,44.003833333333326,42.42083333333333,51.1835
