k,k_label,bpp,psnr,ssim,point_label
0.1,k=0.1,23.528333333333336,39.193334,0.9647739999999999,k=0.1
0.2,k=0.2,16.001718833333335,35.98833333333334,0.944124,k=0.2
0.5,k=0.5,9.422551833333333,32.1733335,0.9083873333333333,k=0.5
0.8,k=0.8,7.244791666666667,30.46166666666667,0.8859818333333332,k=0.8
