run,raw_file,any_channel_ge_250_pct,all_channels_ge_250_pct,gray_ge_230_pct,mean_luma_0_255
run0001,run0001_raw.bmp,4.51953125,3.3893229166666665,5.28125,111.66881076388889
run0002,run0002_raw.bmp,3.3710937500000004,1.0182291666666665,6.498697916666667,115.260859375
run0004,run0004_raw.bmp,2.2825520833333335,0.9010416666666666,4.553385416666666,132.68961805555554
run0005,run0005_raw.bmp,4.326822916666666,1.375,6.649739583333333,127.60653211805557
run0009,run0009_raw.bmp,2.0638020833333335,0.3059895833333333,3.989583333333333,126.8272873263889
run0010,run0010_raw.bmp,8.604166666666666,5.5859375,12.446614583333334,109.71361111111112
