k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,338.41383333333334,778.4986666666667,174.1928333333333,157.31766666666667,182.7115
0.2,k=0.2,336.0201666666667,775.9713333333333,174.51383333333334,157.44133333333332,182.92683333333335
0.5,k=0.5,333.82483333333334,773.9605,174.562,157.674,182.9416666666667
0.8,k=0.8,332.44766666666663,772.3499999999999,174.71783333333335,157.60816666666668,183.01016666666666
