k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,0.9651521666666668,0.9651521666666668,0.9637933333333333,0.9647739999999999,0.9654793333333332
0.2,k=0.2,0.9498533333333333,0.9498531666666666,0.9443743333333332,0.944124,0.9470328333333332
0.5,k=0.5,0.9226973333333334,0.9226973333333334,0.9126973333333334,0.9083873333333333,0.9156248333333333
0.8,k=0.8,0.9035830000000001,0.9035830000000001,0.8908196666666667,0.8859818333333332,0.8947435
