k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,252.45749999999998,692.4333333333333,88.34933333333333,71.34066666666666,96.78133333333334
0.2,k=0.2,249.99633333333335,689.9326666666666,88.47016666666667,71.46249999999999,96.85316666666667
0.5,k=0.5,247.98433333333332,687.9593333333333,88.61166666666668,71.64433333333334,96.92083333333335
0.8,k=0.8,246.44916666666666,686.3741666666666,88.64916666666669,71.79483333333333,97.0185
