k,k_label,loeffler,matrix,rdct,silveira_j3,silveira_j7
0.1,k=0.1,39.116667,39.116667,38.958333499999995,39.193334,39.176667
0.2,k=0.2,36.4683335,36.4683335,35.8566665,35.98833333333334,36.154999333333336
0.5,k=0.5,33.109999833333326,33.109999833333326,32.28166633333333,32.1733335,32.58166683333333
0.8,k=0.8,31.484999833333333,31.484999833333333,30.61833316666667,30.46166666666667,30.938333333333333
