k,k_label,bpp,psnr,ssim,point_label
0.1,k=0.1,22.836822833333333,39.176667,0.9654793333333332,k=0.1
0.2,k=0.2,15.436406499999999,36.154999333333336,0.9470328333333332,k=0.2
0.5,k=0.5,9.219322833333335,32.58166683333333,0.9156248333333333,k=0.5
0.8,k=0.8,7.171250000000001,30.938333333333333,0.8947435,k=0.8
